title,first_author,year,pdf_url
On Lagrangian Formalism of Quantum Computation,Jue Xu,2021,http://arxiv.org/pdf/2112.04892v1
Quantum Computing with Two-dimensional Conformal Field Theories,Elias Kokkas,2021,http://arxiv.org/pdf/2112.06144v1
Quantum computing for lattice supersymmetry,Christopher Culver,2021,http://arxiv.org/pdf/2112.07651v1
Quantum Memristors with Quantum Computers,Y. -M. Guo,2021,http://arxiv.org/pdf/2112.14660v1
Translation of Quantum Circuits into Quantum Turing Machines for Deutsch and Deutsch-Jozsa Problems,Giuseppe Corrente,2021,http://arxiv.org/pdf/2101.02203v1
Modular quantum computing and quantum-like devices,R. Vilela Mendes,2021,http://arxiv.org/pdf/2101.03012v1
Testing Quantum Contextuality of Binary Symplectic Polar Spaces on a Noisy Intermediate Scale Quantum Computer,Frédéric Holweck,2021,http://arxiv.org/pdf/2101.03812v1
Simulation of Lennard-Jones Potential on a Quantum Computer,Prabhat,2021,http://arxiv.org/pdf/2101.10202v1
DisQ: A Novel Quantum Output State Classification Method on IBM Quantum Computers using OpenPulse,Tirthak Patel,2021,http://arxiv.org/pdf/2102.01153v1
Quantum Low-Density Parity-Check Codes,Nikolas P. Breuckmann,2021,http://arxiv.org/pdf/2103.06309v2
Fast qubits of optical frequencies on the rare-earth ions in fluoride crystals and color centers in diamond,Vladimir Hizhnyakov,2021,http://arxiv.org/pdf/2103.13319v1
Quantum Computing: an undergraduate approach using Qiskit,Gleydson Fernandes de Jesus,2021,http://arxiv.org/pdf/2101.11388v1
Remark on using quantum states prepared by the adiabatic quantum computation,Kazuto Oshima,2021,http://arxiv.org/pdf/2107.01743v2
MISTIQS: An open-source software for performing quantum dynamics simulations on quantum computers,Connor Powers,2021,http://arxiv.org/pdf/2101.01817v1
Feasibility study of quantum computing using trapped electrons,Qian Yu,2021,http://arxiv.org/pdf/2112.04034v1
Classical Computer, Quantum Computer, and the Gödel's theorem,Biao Wu,2021,http://arxiv.org/pdf/2106.05189v1
Quantum computational advantage implies contextuality,Farid Shahandeh,2021,http://arxiv.org/pdf/2112.00024v2
Realizations of Measurement Based Quantum Computing,Swapnil Nitin Shah,2021,http://arxiv.org/pdf/2112.11601v1
Effects of Quantum Computing in Security,Abdulrahman AlRaimi,2021,http://arxiv.org/pdf/2110.02748v1
Quantum Computation Using Action Variables,Yong Zhang,2021,http://arxiv.org/pdf/2109.13639v1
Toward dense QCD in quantum computers,Arata Yamamoto,2021,http://arxiv.org/pdf/2111.05330v1
Divide and Conquer for Combinatorial Optimization and Distributed Quantum Computation,Teague Tomesh,2021,http://arxiv.org/pdf/2107.07532v3
Quantum Computing for Artificial Intelligence Based Mobile Network Optimization,Furqan Ahmed,2021,http://arxiv.org/pdf/2106.13917v1
QuantumSkynet: A High-Dimensional Quantum Computing Simulator,Andres Giraldo-Carvajal,2021,http://arxiv.org/pdf/2106.15833v1
Efficient quantum programming using EASE gates on a trapped-ion quantum computer,Nikodem Grzesiak,2021,http://arxiv.org/pdf/2107.07591v2
Mitigating noise in digital and digital-analog quantum computation,Paula García-Molina,2021,http://arxiv.org/pdf/2107.12969v3
Playing with a Quantum Computer,Rainer Müller,2021,http://arxiv.org/pdf/2108.06271v1
A comparative study of universal quantum computing models: towards a physical unification,D. -S. Wang,2021,http://arxiv.org/pdf/2108.07909v3
Single-Qubit Cross Platform Comparison of Quantum Computing Hardware,Adrien Suau,2021,http://arxiv.org/pdf/2108.11334v1
Universal quantum computation and quantum error correction using discrete holonomies,Cornelis J. G. Mommers,2021,http://arxiv.org/pdf/2109.03692v2
A Quantum Computing View on Unitary Coupled Cluster Theory,Abhinav Anand,2021,http://arxiv.org/pdf/2109.15176v2
Cybersecurity for Quantum Computing,Natalie Kilber,2021,http://arxiv.org/pdf/2110.14701v1
Quantum variational solving of the Wheeler-DeWitt equation,Grzegorz Czelusta,2021,http://arxiv.org/pdf/2111.03038v1
Teaching quantum information technologies and a practical module for online and offline undergraduate students,Hao Tang,2021,http://arxiv.org/pdf/2112.06548v1
Quantum Computer Music: Foundations and Initial Experiments,Eduardo R. Miranda,2021,http://arxiv.org/pdf/2110.12408v1
An Introduction to Quantum Computing for Statisticians and Data Scientists,Anna Lopatnikova,2021,http://arxiv.org/pdf/2112.06587v2
Quantum Computer Benchmarking via Quantum Algorithms,Konstantinos Georgopoulos,2021,http://arxiv.org/pdf/2112.09457v1
Quantum Computing -- A new scientific revolution in the making,Koen Bertels,2021,http://arxiv.org/pdf/2106.11840v5
SpinQ Gemini: a desktop quantum computer for education and research,Shi-Yao Hou,2021,http://arxiv.org/pdf/2101.10017v2
Quantum Simulation of Hawking Radiation Using VQE Algorithm on IBM Quantum Computer,Ritu Dhaulakhandi,2021,http://arxiv.org/pdf/2112.15508v1
Period and intrinsic noises of permanent spin vortex system centered by small polaron,Hikaru Wakaura,2021,http://arxiv.org/pdf/2112.06561v1
What the foundations of quantum computer science teach us about chemistry,Jarrod R. McClean,2021,http://arxiv.org/pdf/2106.03997v1
Measurement Crosstalk Errors in Cloud-Based Quantum Computing,Seungchan Seo,2021,http://arxiv.org/pdf/2112.00984v1
Tools for Quantum Computing Based on Decision Diagrams,Robert Wille,2021,http://arxiv.org/pdf/2108.07027v1
From Digital Humanities to Quantum Humanities: Potentials and Applications,Johanna Barzen,2021,http://arxiv.org/pdf/2103.11825v1
Relaxation of a Stationary State on a Quantum Computer Yields Unique Spectroscopic Fingerprint of the Computer's Noise,Scott E. Smart,2021,http://arxiv.org/pdf/2104.14552v1
Benchmarks for quantum computers from Shor's algorithm,E. D. Davis,2021,http://arxiv.org/pdf/2111.13856v1
Digitized Adiabatic Quantum Factorization,Narendra N. Hegade,2021,http://arxiv.org/pdf/2105.09480v2
Quantum Computing for Location Determination,Ahmed Shokry,2021,http://arxiv.org/pdf/2106.11751v2
Modelling and Simulating the Noisy Behaviour of Near-term Quantum Computers,Konstantinos Georgopoulos,2021,http://arxiv.org/pdf/2101.02109v4
Focusing on the Hybrid Quantum Computing -- Tabu Search Algorithm: new results on the Asymmetric Salesman Problem,Eneko Osaba,2021,http://arxiv.org/pdf/2102.05919v2
Quantum Computing for Inflationary, Dark Energy and Dark Matter Cosmology,Amy Joseph,2021,http://arxiv.org/pdf/2105.13849v2
Inclusive learning for quantum computing: supporting the aims of quantum literacy using the puzzle game Quantum Odyssey,Laurentiu Nita,2021,http://arxiv.org/pdf/2106.07077v1
A quantum walk control plane for distributed quantum computing in quantum networks,Matheus Guedes de Andrade,2021,http://arxiv.org/pdf/2106.09839v2
Achieving fault tolerance against amplitude-damping noise,Akshaya Jayashankar,2021,http://arxiv.org/pdf/2107.05485v3
Large $k$ topological quantum computer,Nikita Kolganov,2021,http://arxiv.org/pdf/2105.03980v2
Simulating thermal qubits through thermofield dynamics,G. X. A. Petronilo,2021,http://arxiv.org/pdf/2111.09969v6
A Quantum Generative Adversarial Network for distributions,Amine Assouel,2021,http://arxiv.org/pdf/2110.02742v1
Understanding Quantum Technologies 2024,Olivier Ezratty,2021,http://arxiv.org/pdf/2111.15352v5
Quantum computers to test fundamental physics or viceversa,Simanraj Sadana,2021,http://arxiv.org/pdf/2111.02136v1
On the application of matrix congruence to QUBO formulations for systems of linear equations,Sun Woo Park,2021,http://arxiv.org/pdf/2111.00747v1
Anonymous multi-party quantum computation with a third party,Zhaoxu Ji,2021,http://arxiv.org/pdf/2110.13648v1
Robustness of Majorana zero-energy state,Zheng-Chuan Wang,2021,http://arxiv.org/pdf/2111.11853v1
Universal quantum computation with optical four-component cat qubits,Daiqin Su,2021,http://arxiv.org/pdf/2109.12278v1
Quantum support vector regression for disability insurance,Boualem Djehiche,2021,http://arxiv.org/pdf/2109.01570v1
Scalable mitigation of measurement errors on quantum computers,Paul D. Nation,2021,http://arxiv.org/pdf/2108.12518v1
Piloting a full-year, optics-based high school course on quantum computing,Joel A. Walsh,2021,http://arxiv.org/pdf/2112.15171v1
Toward Quantum Simulations of $\mathbb{Z}_2$ Gauge Theory Without State Preparation,Erik J. Gustafson,2020,http://arxiv.org/pdf/2011.11677v2
Experimental implementation of leakage elimination operators,Beatriz Garcia Markaida,2020,http://arxiv.org/pdf/2007.04694v1
Threats and Opportunities: Blockchain Meets Quantum Computation,Wei Cui,2020,http://arxiv.org/pdf/2011.03460v1
A Model for Unitary Black Hole Evaporation,Edi Halyo,2020,http://arxiv.org/pdf/2011.01166v1
It's anyon's game: the race to quantum computation,J. K. Jain,2020,http://arxiv.org/pdf/2008.06338v1
Succinct Blind Quantum Computation Using a Random Oracle,Jiayu Zhang,2020,http://arxiv.org/pdf/2004.12621v14
Lowering Tomography Costs in Quantum Simulation with a Symmetry Projected Operator Basis,Scott E. Smart,2020,http://arxiv.org/pdf/2008.06027v2
Entropy Power Inequality in Fermionic Quantum Computation,N. J. B. Aza,2020,http://arxiv.org/pdf/2008.05532v1
Quantum Secured Internet Transport,Bernardo Huberman,2020,http://arxiv.org/pdf/2007.05522v1
Interaction-free measurements and counterfactual computation in IBM quantum computers,J. Alberto Casas,2020,http://arxiv.org/pdf/2005.03547v2
Multimodal Container Planning: a QUBO Formulation and Implementation on a Quantum Annealer,Frank Phillipson,2020,http://arxiv.org/pdf/2007.01730v1
Resource estimate for quantum many-body ground-state preparation on a quantum computer,Jessica Lemieux,2020,http://arxiv.org/pdf/2006.04650v3
Revisiting the experimental test of Mermin's inequalities at IBMQ,Diego González,2020,http://arxiv.org/pdf/2005.11271v3
Neuromorphic quantum computing,Christian Pehle,2020,http://arxiv.org/pdf/2005.01533v2
Cohomology and the Algebraic Structure of Contextuality in Measurement Based Quantum Computation,Sivert Aasnæss,2020,http://arxiv.org/pdf/2005.00213v1
Resiliency Analysis and Improvement of Variational Quantum Factoring in Superconducting Qubit,Ling Qiu,2020,http://arxiv.org/pdf/2004.12447v1
Classification using a two-qubit quantum chip,Niels M. P. Neumann,2020,http://arxiv.org/pdf/2004.10426v2
Finding the optimal cluster state configuration. Minimization of one-way quantum computation errors,S. B. Korolev,2020,http://arxiv.org/pdf/2003.09197v1
A general formulation based on algebraic spinors for the quantum computation,Marco A. S. Trindade,2020,http://arxiv.org/pdf/2003.05089v1
Quantum-Enhanced Machine Learning for Covid-19 and Anderson Insulator Predictions,Paul-Aymeric McRae,2020,http://arxiv.org/pdf/2012.03472v1
Tensor Network Quantum Simulator With Step-Dependent Parallelization,Danylo Lykov,2020,http://arxiv.org/pdf/2012.02430v2
Teaching Quantum Computing through a Practical Software-driven Approach: Experience Report,Mariia Mykhailova,2020,http://arxiv.org/pdf/2010.07729v1
A Quantum Computing Framework for Complex System Reliability Assessment,Shutang You,2020,http://arxiv.org/pdf/2012.03919v2
A Classical $π$ Machine and Grover's Algorithm,Jiang Liu,2020,http://arxiv.org/pdf/2105.10257v1
Simulating quantum chemistry in the seniority-zero space on qubit-based quantum computers,Vincent E. Elfving,2020,http://arxiv.org/pdf/2002.00035v2
How Does Adiabatic Quantum Computation Fit into Quantum Automata Theory?,Tomoyuki Yamakami,2020,http://arxiv.org/pdf/2001.05247v3
Quantum computation of molecular response properties,Xiaoxia Cai,2020,http://arxiv.org/pdf/2001.03406v4
Properties of phonon modes of ion trap quantum computer in the Aubry phase,Justin Loye,2020,http://arxiv.org/pdf/2002.03730v2
Optimal Layout Synthesis for Quantum Computing,Bochen Tan,2020,http://arxiv.org/pdf/2007.15671v1
QUBO Formulations for Training Machine Learning Models,Prasanna Date,2020,http://arxiv.org/pdf/2008.02369v1
Density functionals and Kohn-Sham potentials with minimal wavefunction preparations on a quantum computer,Thomas E. Baker,2020,http://arxiv.org/pdf/2008.05592v3
Fibonacci anyons versus Majorana fermions,Emil Génetay Johansen,2020,http://arxiv.org/pdf/2008.10790v1
Resonant Coupling Parameter Estimation with Superconducting Qubits,J. H. Béjanin,2020,http://arxiv.org/pdf/2008.12714v1
Finding high-order Hadamard matrices by using quantum computers,Andriyan Bayu Suksmono,2020,http://arxiv.org/pdf/2009.10919v2
Entanglement of graph states of spin system with Ising interaction and its quantifying on IBM's quantum computer,Kh. P. Gnatenko,2020,http://arxiv.org/pdf/2012.05986v2
Quantum computed moments correction to variational estimates,Harish J. Vallury,2020,http://arxiv.org/pdf/2009.13140v3
Towards a Quantum Computing Algorithm for Helicity Amplitudes and Parton Showers,Khadeejah Bepari,2020,http://arxiv.org/pdf/2010.00046v2
Simulating the dynamics of braiding of Majorana zero modes using an IBM quantum computer,John P. T. Stenger,2020,http://arxiv.org/pdf/2012.11660v2
Quantum Optical Convolutional Neural Network: A Novel Image Recognition Framework for Quantum Computing,Rishab Parthasarathy,2020,http://arxiv.org/pdf/2012.10812v1
Quantum Computing without Quantum Computers: Database Search and Data Processing Using Classical Wave Superposition,Michael Balynskiy,2020,http://arxiv.org/pdf/2012.08401v1
Universal Fault-Tolerant Quantum Computing with Stabiliser Codes,Paul Webster,2020,http://arxiv.org/pdf/2012.05260v2
Hybrid Quantum Computing -- Tabu Search Algorithm for Partitioning Problems: preliminary study on the Traveling Salesman Problem,Eneko Osaba,2020,http://arxiv.org/pdf/2012.04984v2
Non-Equilibrium Dynamics of a Dissipative Two-Site Hubbard Model Simulated on IBM Quantum Computers,Sabine Tornow,2020,http://arxiv.org/pdf/2011.11059v3
Fault-tolerant qubit from a constant number of components,Kianna Wan,2020,http://arxiv.org/pdf/2011.08213v2
Roadmap for quantum simulation of the fractional quantum Hall effect,Michael Kaicher,2020,http://arxiv.org/pdf/2003.02517v1
Quantum Fourier Transform Revisited,Daan Camps,2020,http://arxiv.org/pdf/2003.03011v2
Nonadiabatic noncyclic geometric quantum computation in Rydberg atoms,Bao-Jie Liu,2020,http://arxiv.org/pdf/2005.06949v4
Super-robust nonadiabatic geometric quantum control,Bao-Jie Liu,2020,http://arxiv.org/pdf/2008.02176v3
Solving Differential Equations via Continuous-Variable Quantum Computers,Martin Knudsen,2020,http://arxiv.org/pdf/2012.12220v1
Software tools for quantum control: Improving quantum computer performance through noise and error suppression,Harrison Ball,2020,http://arxiv.org/pdf/2001.04060v2
What limits the simulation of quantum computers?,Yiqing Zhou,2020,http://arxiv.org/pdf/2002.07730v2
Quantum randomized encoding, verification of quantum computing, no-cloning, and blind quantum computing,Tomoyuki Morimae,2020,http://arxiv.org/pdf/2011.03141v2
Optimizing the Optimizer: Decomposition Techniques for Quantum Annealing,Gideon Bass,2020,http://arxiv.org/pdf/2001.06079v1
Temporal Information Processing on Noisy Quantum Computers,Jiayin Chen,2020,http://arxiv.org/pdf/2001.09498v2
Recycling qubits in near-term quantum computers,Galit Anikeeva,2020,http://arxiv.org/pdf/2012.01676v2
On The Round Complexity of Secure Quantum Computation,James Bartusek,2020,http://arxiv.org/pdf/2011.11212v3
Boosting photonic quantum computation with moderate nonlinearity,Adi Pick,2020,http://arxiv.org/pdf/2011.06454v6
Selected topics of quantum computing for nuclear physics,Dan-Bo Zhang,2020,http://arxiv.org/pdf/2011.01431v1
Deterministic multi-mode gates on a scalable photonic quantum computing platform,Mikkel V. Larsen,2020,http://arxiv.org/pdf/2010.14422v2
Blind Oracular Quantum Computation,Cica Gustiani,2020,http://arxiv.org/pdf/2010.13840v1
QDLC -- The Quantum Development Life Cycle,Nivedita Dey,2020,http://arxiv.org/pdf/2010.08053v1
A Tutorial on Quantum Convolutional Neural Networks (QCNN),Seunghyeok Oh,2020,http://arxiv.org/pdf/2009.09423v1
Design of a Quantum-Repeater using Quantum-Circuits and benchmarking its performance on an IBM Quantum-Computer,Sowmitra Das,2020,http://arxiv.org/pdf/2009.04584v2
Supercomputer simulations of transmon quantum computers,Dennis Willsch,2020,http://arxiv.org/pdf/2008.13490v1
All-optical phase-sensitive detection for ultra-fast quantum computation,Naoto Takanashi,2020,http://arxiv.org/pdf/2008.08216v2
Ab Initio Molecular Dynamics on Quantum Computers,Dmitry A. Fedorov,2020,http://arxiv.org/pdf/2008.06562v3
Single-Photon Image Classification,Thomas Fischbacher,2020,http://arxiv.org/pdf/2008.05859v2
Resource-Efficient Quantum Computing by Breaking Abstractions,Yunong Shi,2020,http://arxiv.org/pdf/2011.00028v1
Quantum Computing for Finance: State of the Art and Future Prospects,Daniel J. Egger,2020,http://arxiv.org/pdf/2006.14510v3
A concise review of Rydberg atom based quantum computation and quantum simulation,Xiaoling Wu,2020,http://arxiv.org/pdf/2012.10614v2
Quantum computing for energy systems optimization: Challenges and opportunities,Akshay Ajagekar,2020,http://arxiv.org/pdf/2003.00254v1
How to Compute Using Quantum Walks,Viv Kendon,2020,http://arxiv.org/pdf/2004.01329v1
Simulation of single photon dynamics in coupled cavities through IBM quantum computer,Nilakantha Meher,2020,http://arxiv.org/pdf/2003.09910v1
Quantum Computation and Arrows of Time,Nathan Argaman,2020,http://arxiv.org/pdf/2001.10517v1
Quantum simulations of materials on near-term quantum computers,He Ma,2020,http://arxiv.org/pdf/2002.11173v1
Quantum computing using continuous-time evolution,Viv Kendon,2020,http://arxiv.org/pdf/2004.00704v1
Detecting Temporal Correlation via Quantum Random Number Generation,Yutaka Shikano,2020,http://arxiv.org/pdf/2004.01330v1
Board Games for Quantum Computers,Biao Wu,2020,http://arxiv.org/pdf/2004.08272v1
Description of interface between semiconductor electrostatic qubit and Josephson junction in tight binding model,Krzysztof Dominik Pomorski,2020,http://arxiv.org/pdf/2005.03235v1
The quest and hope of Majorana zero modes in topological superconductor for fault-tolerant quantum computing: an introductory overview,Nur R. Ayukaryana,2020,http://arxiv.org/pdf/2009.07764v2
Space Complexity of Streaming Algorithms on Universal Quantum Computers,Yanglin Hu,2020,http://arxiv.org/pdf/2011.00302v1
Microwaves in Quantum Computing,Joseph C. Bardin,2020,http://arxiv.org/pdf/2011.01480v1
Counterfactual universal quantum computation,Zhu Cao,2020,http://arxiv.org/pdf/2011.07195v1
Compiler Design for Distributed Quantum Computing,Davide Ferrari,2020,http://arxiv.org/pdf/2012.09680v1
Quantum Natural Language Processing on Near-Term Quantum Computers,Konstantinos Meichanetzidis,2020,http://arxiv.org/pdf/2005.04147v2
Teaching Quantum Computing to High School Students,Ciaran Hughes,2020,http://arxiv.org/pdf/2004.07206v1
On Interfacing the Brain with Quantum Computers: An Approach to Listen to the Logic of the Mind,Eduardo Reck Miranda,2020,http://arxiv.org/pdf/2101.03887v2
Quantum computing enhanced computational catalysis,Vera von Burg,2020,http://arxiv.org/pdf/2007.14460v2
A Computer Science-Oriented Approach to Introduce Quantum Computing to a New Audience,Özlem Salehi,2020,http://arxiv.org/pdf/2010.13552v4
How will quantum computers provide an industrially relevant computational advantage in quantum chemistry?,V. E. Elfving,2020,http://arxiv.org/pdf/2009.12472v1
Quantum Computing: A Taxonomy, Systematic Review and Future Directions,Sukhpal Singh Gill,2020,http://arxiv.org/pdf/2010.15559v4
Contraction-free quantum state encoding by quantum tunneling in single molecules,Tomofumi Tada,2020,http://arxiv.org/pdf/2001.05356v1
Democratizing Spin Qubits,Charles Tahan,2020,http://arxiv.org/pdf/2001.08251v2
Optimality Study of Existing Quantum Computing Layout Synthesis Tools,Bochen Tan,2020,http://arxiv.org/pdf/2002.09783v4
Approximating the quantum approximate optimization algorithm with digital-analog interactions,David Headley,2020,http://arxiv.org/pdf/2002.12215v3
A Roadmap for Automating the Selection of Quantum Computers for Quantum Algorithms,Marie Salm,2020,http://arxiv.org/pdf/2003.13409v1
Optimized Quantum Compilation for Near-Term Algorithms with OpenPulse,Pranav Gokhale,2020,http://arxiv.org/pdf/2004.11205v2
A two-dimensional architecture for fast large-scale trapped-ion quantum computing,Y. -K. Wu,2020,http://arxiv.org/pdf/2004.11608v1
A Gentle Introduction to Quantum Computing Algorithms with Applications to Universal Prediction,Elliot Catt,2020,http://arxiv.org/pdf/2005.03137v1
Architecture-Aware Synthesis of Phase Polynomials for NISQ Devices,Arianne Meijer-van de Griend,2020,http://arxiv.org/pdf/2004.06052v2
Implementing a Quantum Coin Scheme,Hazel Murray,2020,http://arxiv.org/pdf/2006.02149v1
Toward a standardized methodology for constructing quantum computing use cases,Nicholas Chancellor,2020,http://arxiv.org/pdf/2006.05846v1
Quantum State Optimization and Computational Pathway Evaluation for Gate-Model Quantum Computers,Laszlo Gyongyosi,2020,http://arxiv.org/pdf/2003.05255v1
Quantum Computer: Hello, Music!,Eduardo R. Miranda,2020,http://arxiv.org/pdf/2006.13849v1
Tutorial: Gate-based superconducting quantum computing,Sangil Kwon,2020,http://arxiv.org/pdf/2009.08021v3
CMOS Quantum Computing: Toward A Quantum Computer System-on-Chip,Reza Nikandish,2020,http://arxiv.org/pdf/2012.09021v1
Quantum Computing Methods for Supervised Learning,Viraj Kulkarni,2020,http://arxiv.org/pdf/2006.12025v1
Quantum Computing @ MIT: The Past, Present, and Future of the Second Revolution in Computing,Francisca Vasconcelos,2020,http://arxiv.org/pdf/2002.05559v2
A hidden variable model for universal quantum computation with magic states on qubits,Michael Zurel,2020,http://arxiv.org/pdf/2004.01992v2
Quantum Computation of Fluid Dynamics,Sachin S. Bharadwaj,2020,http://arxiv.org/pdf/2007.09147v1
Simulation of memristive synapses and neuromorphic computing on a quantum computer,Ying Li,2020,http://arxiv.org/pdf/2007.09574v1
Quantum algorithms for quantum chemistry and quantum materials science,Bela Bauer,2020,http://arxiv.org/pdf/2001.03685v2
The Power of Adiabatic Quantum Computation with No Sign Problem,M. B. Hastings,2020,http://arxiv.org/pdf/2005.03791v2
Quantum Computation,Bhupesh Bishnoi,2020,http://arxiv.org/pdf/2006.02799v2
The Argument against Quantum Computers, the Quantum Laws of Nature, and Google's Supremacy Claims,Gil Kalai,2020,http://arxiv.org/pdf/2008.05188v2
Low-temperature environments for quantum computation and quantum simulation,Hailong Fu,2020,http://arxiv.org/pdf/2010.15626v1
Post-Hartree-Fock method in Quantum Chemistry for Quantum Computer,Yutaka Shikano,2020,http://arxiv.org/pdf/2011.01544v1
Probabilistic Nonunitary Gate in Imaginary Time Evolution,Tong Liu,2020,http://arxiv.org/pdf/2006.09726v2
CutQC: Using Small Quantum Computers for Large Quantum Circuit Evaluations,Wei Tang,2020,http://arxiv.org/pdf/2012.02333v3
Blueprint for a Scalable Photonic Fault-Tolerant Quantum Computer,J. Eli Bourassa,2020,http://arxiv.org/pdf/2010.02905v2
Exploring a Double Full-Stack Communications-Enabled Architecture for Multi-Core Quantum Computers,Santiago Rodrigo,2020,http://arxiv.org/pdf/2009.08186v1
Temporal-mode continuous-variable 3-dimensional cluster state for topologically-protected measurement-based quantum computation,Kosuke Fukui,2020,http://arxiv.org/pdf/2004.05750v2
Towards Dynamic Simulations of Materials on Quantum Computers,Lindsay Bassman,2020,http://arxiv.org/pdf/2004.04836v1
A Scalable Decoder Micro-architecture for Fault-Tolerant Quantum Computing,Poulami Das,2020,http://arxiv.org/pdf/2001.06598v1
Certified Quantum Computation in Isabelle/HOL,Anthony Bordg,2020,http://arxiv.org/pdf/2012.13925v1
Changing the Local-Dimension of an Entanglement-Assisted Stabilizer Code Removes Entanglement Need,Lane G. Gunderman,2020,http://arxiv.org/pdf/2012.13395v2
Many-body Hierarchy of Dissipative Timescales in a Quantum Computer,Oscar Emil Sommer,2020,http://arxiv.org/pdf/2011.08853v1
Representation matching for delegated quantum computing,Yuxiang Yang,2020,http://arxiv.org/pdf/2009.06667v2
Balanced k-Means Clustering on an Adiabatic Quantum Computer,Davis Arthur,2020,http://arxiv.org/pdf/2008.04419v1
Quantum algorithmic differentiation,Giuseppe Colucci,2020,http://arxiv.org/pdf/2006.13370v2
Improving the accuracy of quantum computational chemistry using the transcorrelated method,Sam McArdle,2020,http://arxiv.org/pdf/2006.11181v1
Quantum Annealing-Based Software Components: An Experimental Case Study with SAT Solving,Tom Krüger,2020,http://arxiv.org/pdf/2005.05465v1
Polylog-overhead highly fault-tolerant measurement-based quantum computation: all-Gaussian implementation with Gottesman-Kitaev-Preskill code,Hayata Yamasaki,2020,http://arxiv.org/pdf/2006.05416v1
Realizing Quantum Algorithms on Real Quantum Computing Devices,Carmen G. Almudever,2020,http://arxiv.org/pdf/2007.01000v1
Preparation of an Exciton Condensate of Photons on a 53-Qubit Quantum Computer,LeeAnn M. Sager,2020,http://arxiv.org/pdf/2004.13868v1
Blind Quantum Computation Using a Circuit-Based Quantum Computer,Yuichi Sano,2020,http://arxiv.org/pdf/2006.06255v3
Approach to realizing nonadiabatic geometric gates with prescribed evolution paths,K. Z. Li,2020,http://arxiv.org/pdf/2006.03837v1
Eliminating Intermediate Measurements in Space-Bounded Quantum Computation,Bill Fefferman,2020,http://arxiv.org/pdf/2006.03530v2
On applications of quantum computing to plasma simulations,I. Y. Dodin,2020,http://arxiv.org/pdf/2005.14369v3
The prospects of quantum computing in computational molecular biology,Carlos Outeiral,2020,http://arxiv.org/pdf/2005.12792v1
Creative Quantum Computing: Inverse FFT, Sound Synthesis, Adaptive Sequencing and Musical Composition,Eduardo R. Miranda,2020,http://arxiv.org/pdf/2005.05832v2
Nonadiabatic geometric quantum computation with optimal control on superconducting circuits,Jing Xu,2020,http://arxiv.org/pdf/2004.10199v2
Just Like the Real Thing: Fast Weak Simulation of Quantum Computation,Stefan Hillmich,2020,http://arxiv.org/pdf/2007.15285v1
Small quantum computers and large classical data sets,Aram W. Harrow,2020,http://arxiv.org/pdf/2004.00026v1
Quantum in the Cloud: Application Potentials and Research Opportunities,Frank Leymann,2020,http://arxiv.org/pdf/2003.06256v1
Towards a Distributed Quantum Computing Ecosystem,Daniele Cuomo,2020,http://arxiv.org/pdf/2002.11808v2
Experimental Implementation of Quantum Walks on IBM Quantum Computers,Frank Acasiete,2020,http://arxiv.org/pdf/2002.01905v3
Implementation of a general single-qubit positive operator-valued measure on a circuit-based quantum computer,Yordan S. Yordanov,2020,http://arxiv.org/pdf/2001.04749v1
Confinement and Entanglement Dynamics on a Digital Quantum Computer,Joseph Vovrosh,2020,http://arxiv.org/pdf/2001.03044v2
Superconducting Quantum Computing: A Review,He-Liang Huang,2020,http://arxiv.org/pdf/2006.10433v3
Probing many-body localization on a noisy quantum computer,D. Zhu,2020,http://arxiv.org/pdf/2006.12355v1
General approach for constructing Hamiltonians for nonadiabatic holonomic quantum computation,P. Z. Zhao,2020,http://arxiv.org/pdf/2006.16708v1
Quantum optimal control with quantum computers: an hybrid algorithm featuring machine learning optimization,Davide Castaldo,2020,http://arxiv.org/pdf/2007.00368v3
Limitations in quantum computing from resource constraints,Marco Fellous-Asiani,2020,http://arxiv.org/pdf/2007.01966v3
Enhanced Quantum Key Distribution using Hybrid Channels and Natural Random Numbers,Hemant Rana,2020,http://arxiv.org/pdf/2007.14298v1
Offloading Quantum Computation by Superposition Masking,Samuel Jaques,2020,http://arxiv.org/pdf/2008.04577v1
Measuring the Capabilities of Quantum Computers,Timothy Proctor,2020,http://arxiv.org/pdf/2008.11294v2
Finding Small and Large k-Clique Instances on a Quantum Computer,Sara Ayman Metwalli,2020,http://arxiv.org/pdf/2008.12525v1
Shortcuts to Adiabaticity in Digitized Adiabatic Quantum Computing,Narendra N. Hegade,2020,http://arxiv.org/pdf/2009.03539v1
Practical randomness amplification and privatisation with implementations on quantum computers,Cameron Foreman,2020,http://arxiv.org/pdf/2009.06551v3
Application of a Quantum Search Algorithm to High- Energy Physics Data at the Large Hadron Collider,Anthony E. Armenakas,2020,http://arxiv.org/pdf/2010.00649v1
Simulating noisy variational quantum eigensolver with local noise models,Jinfeng Zeng,2020,http://arxiv.org/pdf/2010.14821v2
A Continuous Variable Born Machine,Ieva Čepaitė,2020,http://arxiv.org/pdf/2011.00904v1
Hybrid quantum-classical algorithms and quantum error mitigation,Suguru Endo,2020,http://arxiv.org/pdf/2011.01382v1
Highly photon loss tolerant quantum computing using hybrid qubits,S. Omkar,2020,http://arxiv.org/pdf/2011.04209v1
